Oid;SyncId;Code;Label1;Label2;Item;CreationDate;CreatedBy;LastModificationDate;ModifiedBy;Blocked;BlockedBy;BlockedDate;OptimisticLockField;MaxOptions;TotalQuantity;TotalVWAP;Validate;Type;ProductionTimeOfUnit;ProductionCostPerUnit;WarehouseProd;WarehouseStore;WarehouseDest;CostCalcMethod;BlockedFormula;TypeFormule;Changeable;BatchSubstitution;MethodOfValuation;Price;ResponsibilityCenter;IsQuarantineWarehouse;VisibleEverywherer;PML;DoNotLoadComponentPrice
533;894b6e83-e3a4-42e0-95f4-768d9fd30b43;000071;Formule pour le produit   TABLE DE REUNION ATLAS  M 115 ;;727;2026-07-26 10:43:06.656854;MASSY;2026-07-26 10:45:53.094168;MASSY;f;;;2;0;30.53000000;2004.43745100;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
534;95f04577-2df3-44ae-914e-64d61bb6ed41;000072;ESTRADE 2.10*5.60;;753;2026-08-05 13:43:38.511997;MASSY;2026-08-05 13:46:27.53844;MASSY;f;;;2;0;43.50000000;20794.91805000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
535;02fe9e9a-53c2-40c5-8e1a-d2966ca317a9;000073;ESTRADE 1.02 X 1.71;;754;2026-08-05 13:58:45.520476;MASSY;2026-08-05 14:03:17.733942;MASSY;f;;;2;0;-12.50000000;4964.84132500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
543;408d132b-b3ff-4649-8a0a-1168b94e942b;000081;Formule pour le produit   TABLE DE REUNION ATLAS AVEC P CENTRAL 50x50 M 90 X 280;;767;2026-08-23 12:44:11.700362;MASSY;2026-08-24 10:50:21.452961;MASSY;f;;;4;0;32.55000000;4062.39180500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
532;4ff9971e-3ecc-4a38-90d1-4f4ab0135609;000070;CHAISE AMPHIE 200;;741;2026-07-22 11:24:19.932422;MASSY;2026-08-23 11:53:24.494192;MASSY;f;;;6;0;9.40000000;2054.39752500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
531;b6a3f1fb-bb71-4e11-b62a-19e448905dd8;000069;TABLE AMPHIE 200;;740;2026-07-22 10:32:58.438964;MASSY;2026-08-23 11:54:03.483258;MASSY;f;;;7;0;10.25000000;2499.71550000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
537;4eafebfa-2c5b-48a7-a011-c863c309573c;000075;Formule pour le produit  TABLE SPIDER 1300/800;;763;2026-08-23 11:37:49.664808;MASSY;2026-08-23 12:02:20.381907;MASSY;f;;;3;0;20.40000000;3003.17238000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
539;830ce84c-947b-40e1-a66d-a77ab3a70c0d;000077;TABLE CAFETERIA 140 X 70;;766;2026-08-23 12:27:00.848037;MASSY;2026-08-23 12:27:50.675023;MASSY;f;;;2;0;0.00000000;3830.38720000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
538;8e754938-29ad-4049-937f-6ccd2ae658cd;000076;TABLE CAFETERIA 110 X 70;;765;2026-08-23 12:18:31.754699;MASSY;2026-08-23 12:28:32.165864;MASSY;f;;;3;0;24.35000000;3748.86592000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
540;3c311106-8eef-4fc3-9cdc-f05a8369a0da;000078;TABLE CAFETERIA 70 X 70;;764;2026-08-23 12:28:48.688256;MASSY;2026-08-23 12:32:38.399303;MASSY;f;;;2;0;-0.50000000;3135.63245000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
542;81d23fff-6e1f-4a64-8464-8971aa0bc3a2;000080;Formule pour le produit  TABLE DE LECTURE 50 X 50  90 X 180- Copie;;416;2026-08-23 12:37:47.738416;MASSY;;;f;;;1;0;0.00000000;0.00000000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
544;770a5fde-703e-41fa-8def-11753d2079bd;000082;Formule pour le produit  PIED METAL ATLAS M 60 X 140;;768;2026-08-24 12:42:36.60386;MASSY;2026-08-24 12:48:30.971946;MASSY;f;;;2;0;35.70000000;2902.67109000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
545;0529fb17-8774-4797-94f5-da54c0641e31;000083;Formule pour le produit   TABLE DE REUNION ATLAS  M 60 X 140;;769;2026-08-24 12:50:04.246681;MASSY;2026-08-24 12:52:36.318108;MASSY;f;;;2;0;38.00000000;2201.29695000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
550;3f0930d4-f75c-4f92-bf99-ec066cba5a3a;000088;Formule pour le produit  CACHES JUPES P/PLAT 120 TOLE 15;;792;2026-09-03 14:20:20.394668;MASSY;2026-09-03 14:21:47.206857;MASSY;f;;;3;0;4.12000000;1477.84926000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
549;59922be3-6da4-48c3-b759-7e2bf29d79ef;000087;Formule pour le produit  PIED METAL  ECO FORME O M 45   SOUDEE            - Copie;;762;2026-09-03 13:42:04.060527;FAHIM;;;f;;;1;0;0.00000000;0.00000000;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
548;b009e67d-276e-4671-9c1b-739b1b355c8a;000086;Formule pour le produit  PIED METAL  ECO FORME O M 45   SOUDEE            ;;791;2026-09-03 13:18:38.937817;FAHIM;2026-09-03 13:45:14.403744;FAHIM;f;;;8;0;0.00000000;1497.02887500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
551;7ad2c78b-f7ab-4eb3-997c-1c1b1d5c079b;000089;Formule pour le produit  CACHES JUPES P/PLAT 180 TOLE 15;;793;2026-09-03 14:22:04.455214;MASSY;2026-09-03 14:27:03.310799;MASSY;f;;;3;0;3.65000000;1572.31157500;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
552;555928ef-83de-4f69-a646-9b0a64c2e1ad;000090;FORMULLE POUR TRIPLLETTE G021  R 32;;663;2026-09-06 10:00:30.607675;MASSY;2026-09-06 10:40:32.228679;MASSY;f;;;3;0;55.01600000;4204.45554820;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
546;47e25d2d-893f-4253-8adb-18a469a1d8f7;000084;FORMULLE POUR TRIPLLETTE G021 LUX DEMONTABLE ;;772;2026-08-26 11:31:39.878334;MASSY;2026-09-09 15:44:01.70283;MASSY;f;;;4;0;97.82600000;6303.55105620;t;0;0.0000;0.0000;;;;0;0;0;f;f;0;0.00000000;;f;f;0.00000000;f
